Scientific name	Comments	WORMS Authority	WORMS Rank	WORMS Kingdom	WORMS Phylum	WORMS Class	WORMS Order	WORMS Family	WORMS Genus	WORMS AphiaID
Tetraëdron caudatum		(Corda) Hansgirg, 1888	Species	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Hydrodictyaceae	Tetraedron	576706
Tetraëdron minimum		(A.Braun) Hansgirg, 1888	Species	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Hydrodictyaceae	Tetraedron	178956
Tetraselmis		F.Stein, 1878	Genus	Plantae	Chlorophyta	Prasinophyceae	Chlorodendrales	Chlorodendraceae	Tetraselmis	134526
Tetraselmis cordiformis		(N.Carter) Stein, 1878	Species	Plantae	Chlorophyta	Prasinophyceae	Chlorodendrales	Chlorodendraceae	Tetraselmis	248171
Tetrastrum		Chodat, 1895	Genus	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Scenedesmaceae	Tetrastrum	162934
Tetrastrum staurogeniaeforme		(Schroeder) Lemmermann, 1900	Species	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Scenedesmaceae	Tetrastrum	162935
Thalassinidea		Latreille, 1831	Infraorder	Animalia	Arthropoda	Malacostraca	Decapoda			106677
Thalassionema		Grunow ex Mereschkowsky, 1902	Genus	Chromista	Ochrophyta	Bacillariophyceae	Thalassionematales	Thalassionemataceae	Thalassionema	149092
Thalassiosira		Cleve, 1873	Genus	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	148912
Thalassiosira angulata		(W.Gregory) Hasle, 1978	Species	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	148913
Thalassiosira anguste-lineata		(A.Schmidt) G.Fryxell & Hasle, 1977	Species	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	148914
Thalassiosira baltica		(Grunow) Ostenfeld, 1901	Species	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	156690
Thalassiosira conferta		Hasle, 1977	Species	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	549221
Thalassiosira constricta		Gaarder, 1938	Species	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	345531
Thalassiosira eccentrica		(Ehrenberg) Cleve, 1903	Species	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	148922
Thalassiosira gravida		Cleve, 1896	Species	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	149102
Thalassiosira hyalina		(Grunow) Gran, 1897	Species	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	149100
Thalassiosira hyperborea var. pelagica		(Cleve-Euler) G.R.Hasle	Variety	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	163499
Thalassiosira lacustris		(Grunow) Hasle, 1977	Species	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	163494
Thalassiosira levanderi		van Goor, 1924	Species	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	149308
Thalassiosira minima		Gaarder, 1951	Species	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	148925
Thalassiosira nordenskioeldii		Cleve, 1873	Species	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	148931
Thalassiosira pseudonana		Hasle & Heimdal, 1970	Species	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	148934
Thalassiosira punctigera		(Castracane) Hasle, 1983	Species	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	148936
Thalassiosira rotula		Meunier, 1910	Species	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	148942
Thalassiosira weissflogii		(Grunow) G.Fryxell & Hasle, 1977	Species	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	163513
Thalassiothrix		Cleve & Grunow, 1880	Genus	Chromista	Ochrophyta	Bacillariophyceae	Thalassionematales	Thalassionemataceae	Thalassiothrix	157081
Thalassiothrix longissima		Cleve & Grunow, 1880	Species	Chromista	Ochrophyta	Bacillariophyceae	Thalassionematales	Thalassionemataceae	Thalassiothrix	157083
Thaliacea		Van der Haeven, 1850	Class	Animalia	Chordata	Thaliacea				22626
Tharyx		Webster & Benedict, 1887	Genus	Animalia	Annelida	Polychaeta	Terebellida	Cirratulidae	Tharyx	129249
Tharyx killariensis		(Southern, 1914)	Species	Animalia	Annelida	Polychaeta	Terebellida	Cirratulidae	Tharyx	152269
Thecosomata		Blainville, 1824	Order	Animalia	Mollusca	Gastropoda	Thecosomata			13703
Thelepus cincinnatus		(Fabricius, 1780)	Species	Animalia	Annelida	Polychaeta	Terebellida	Terebellidae	Thelepus	131543
Themisto abyssorum		Boeck, 1870	Species	Animalia	Arthropoda	Malacostraca	Amphipoda	Hyperiidae	Themisto	103259
Theodoxus		Montfort, 1810	Genus	Animalia	Mollusca	Gastropoda	Cycloneritimorpha	Neritidae	Theodoxus	153531
Theodoxus fluviatilis		(Linnaeus, 1758)	Species	Animalia	Mollusca	Gastropoda	Cycloneritimorpha	Neritidae	Theodoxus	153558
Thorogobius ephippiatus		(Lowe, 1839)	Species	Animalia	Chordata	Actinopteri	Perciformes	Gobiidae	Thorogobius	126937
Thracia		Blainville, 1824	Genus	Animalia	Mollusca	Bivalvia	Anomalodesmata	Thraciidae	Thracia	138549
Thracia convexa		(W. Wood, 1815)	Species	Animalia	Mollusca	Bivalvia	Anomalodesmata	Thraciidae	Thracia	141644
Thracia papyracea		(Poli, 1791)	Species	Animalia	Mollusca	Bivalvia	Anomalodesmata	Thraciidae	Thracia	141649
Thyasira		Lamarck, 1818	Genus	Animalia	Mollusca	Bivalvia	Lucinoida	Thyasiridae	Thyasira	138552
Thyasira equalis		(Verrill & Bush, 1898)	Species	Animalia	Mollusca	Bivalvia	Lucinoida	Thyasiridae	Thyasira	141659
Thyasira flexuosa		(Montagu, 1803)	Species	Animalia	Mollusca	Bivalvia	Lucinoida	Thyasiridae	Thyasira	141662
Thyasira flexuosus		(Montagu, 1803)	Species	Animalia	Mollusca	Bivalvia	Lucinoida	Thyasiridae	Thyasira	141662
Thyasira obsoleta		(Verrill & Bush, 1898)	Species	Animalia	Mollusca	Bivalvia	Lucinoida	Thyasiridae	Thyasira	141668
Thyasira sarsii		(Philippi, 1845)	Species	Animalia	Mollusca	Bivalvia	Lucinoida	Thyasiridae	Thyasira	141672
Thyone fusus		(O.F. Müller, 1776)	Species	Animalia	Echinodermata	Holothuroidea	Dendrochirotida	Phyllophoridae	Thyone	124670
Thyonidium drummondi		(Thompson, 1840)	Species	Animalia	Echinodermata	Holothuroidea	Dendrochirotida	Cucumariidae	Thyonidium	124694
Thysanocardia procera		(Möbius, 1875)	Species	Animalia	Sipuncula	Sipunculidea	Golfingiida	Golfingiidae	Thysanocardia	136063
Thysanoessa inermis		(Krøyer, 1846)	Species	Animalia	Arthropoda	Malacostraca	Euphausiacea	Euphausiidae	Thysanoessa	110708
Thysanoessa raschii		(M. Sars, 1864)	Species	Animalia	Arthropoda	Malacostraca	Euphausiacea	Euphausiidae	Thysanoessa	110711
Thysanoessa spinifera		Holmes, 1900	Species	Animalia	Arthropoda	Malacostraca	Euphausiacea	Euphausiidae	Thysanoessa	237874
Tiarina		Berg, 1881	Genus	Chromista	Ciliophora	Prostomatea	Prorodontida	Colepidae	Tiarina	247913
Tiarina fusus		Bergh, 1881	Species	Chromista	Ciliophora	Prostomatea	Prorodontida	Colepidae	Tiarina	247943
Timoclea ovata		(Pennant, 1777)	Species	Animalia	Mollusca	Bivalvia	Veneroida	Veneridae	Timoclea	141929
Tintinidae		Claparède & Lachmann, 1858	Family	Chromista	Ciliophora	Oligotrichea	Choreotrichida	Tintinnidae		183533
Tintinnidae		Claparède & Lachmann, 1858	Family	Chromista	Ciliophora	Oligotrichea	Choreotrichida	Tintinnidae		183533
Tintinnidium		Kent, 1881	Genus	Chromista	Ciliophora	Oligotrichea	Choreotrichida	Tintinnidiidae	Tintinnidium	247915
Tintinnidium mucicola		(Claparède & Lachmann, 1858) Daday, 1887	Species	Chromista	Ciliophora	Oligotrichea	Choreotrichida	Tintinnidiidae	Tintinnidium	247944
Tintinnina		Kofoid & Campbell, 1929	Suborder	Chromista	Ciliophora	Oligotrichea	Choreotrichida			732976
Tintinnopsis		Stein, 1867	Genus	Chromista	Ciliophora	Oligotrichea	Choreotrichida	Codonellidae	Tintinnopsis	163780
Tintinnopsis baltica		Brandt, 1896	Species	Chromista	Ciliophora	Oligotrichea	Choreotrichida	Codonellidae	Tintinnopsis	247945
Tintinnopsis beroidea		Stein, 1867	Species	Chromista	Ciliophora	Oligotrichea	Choreotrichida	Codonellidae	Tintinnopsis	163782
Tintinnopsis brandti		Nordqvist, 1890	Species	Chromista	Ciliophora	Oligotrichea	Choreotrichida	Codonellidae	Tintinnopsis	378493
Tintinnopsis campanula		Ehrenberg, 1840	Species	Chromista	Ciliophora	Oligotrichea	Choreotrichida	Codonellidae	Tintinnopsis	163913
Tintinnopsis lobiancoi		Daday, 1887	Species	Chromista	Ciliophora	Oligotrichea	Choreotrichida	Codonellidae	Tintinnopsis	163919
Tintinnopsis nana		Lohmann, 1908	Species	Chromista	Ciliophora	Oligotrichea	Choreotrichida	Codonellidae	Tintinnopsis	163804
Tintinnopsis tubulosa		Levander, 1900	Species	Chromista	Ciliophora	Oligotrichea	Choreotrichida	Codonellidae	Tintinnopsis	391617
Titanoderma		Nägeli, 1858	Genus	Plantae	Rhodophyta	Florideophyceae	Corallinales	Corallinaceae	Titanoderma	144027
Tolypella		(A.Braun) A.Braun, 1857	Genus	Plantae	Charophyta	Charophyceae	Charales	Characeae	Tolypella	416186
Tolypella glomerata		(Desvaux) Leonhardi, 1863	Species	Plantae	Charophyta	Charophyceae	Charales	Characeae	Tolypella	495184
Tolypella nidifica		(O.F.Müller) Leonhardi, 1864	Species	Plantae	Charophyta	Charophyceae	Charales	Characeae	Tolypella	416187
Tolypothrix		Kützing ex Bornet & Flahault, 1886	Genus	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Microchaetaceae	Tolypothrix	147183
Tomopteris		Eschscholtz, 1825	Genus	Animalia	Annelida	Polychaeta	Phyllodocida	Tomopteridae	Tomopteris	129715
Tonicella		Carpenter, 1873	Genus	Animalia	Mollusca	Polyplacophora	Chitonida	Mopaliidae	Tonicella	138090
Tonicella marmorea		(O. Fabricius, 1780)	Species	Animalia	Mollusca	Polyplacophora	Chitonida	Mopaliidae	Tonicella	140151
Tonicella rubra		(Linnaeus, 1767)	Species	Animalia	Mollusca	Polyplacophora	Chitonida	Mopaliidae	Tonicella	140152
Tontonia		Fauré-Fremiet, 1914	Genus	Chromista	Ciliophora	Oligotrichea	Oligotrichida	Tontoniidae	Tontonia	101196
Torodinium		Kofoid & Swezy, 1921	Genus	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Torodinium	109479
Torodinium robustum		Kofoid & Swezy, 1921	Species	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Torodinium	109889
Torodinium teredo		(Pouchet) Kofoid & Swezy, 1921	Species	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Torodinium	109890
Trachelomonas		Ehrenberg, 1835	Genus	Protozoa	Euglenozoa	Euglenoidea	Euglenida	Euglenaceae	Trachelomonas	163247
Trachelomonas hispida		(Perty) F.Stein, 1926	Species	Protozoa	Euglenozoa	Euglenoidea	Euglenida	Euglenaceae	Trachelomonas	163412
Trachelomonas volvocina		(Ehrenberg) Ehrenberg, 1834	Species	Protozoa	Euglenozoa	Euglenoidea	Euglenida	Euglenaceae	Trachelomonas	163404
Trachurus trachurus		(Linnaeus, 1758)	Species	Animalia	Chordata	Actinopteri	Perciformes	Carangidae	Trachurus	126822
Travisia forbesii		Johnston, 1840	Species	Animalia	Annelida	Polychaeta		Scalibregmatidae	Travisia	130512
Treubaria triappendiculata		C.Bernard, 1908	Species	Plantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Treubariaceae	Treubaria	576717
Trichobranchus glacialis		Malmgren, 1866	Species	Animalia	Annelida	Polychaeta	Terebellida	Trichobranchidae	Trichobranchus	131574
Trichobranchus roseus		(Malm, 1874)	Species	Animalia	Annelida	Polychaeta	Terebellida	Trichobranchidae	Trichobranchus	131575
Trichocerca		Lamarck, 1801	Genus	Animalia	Rotifera	Eurotatoria	Ploima	Trichocercidae	Trichocerca	134959
Trichoptera			Order	Animalia	Arthropoda	Insecta	Trichoptera			160252
Triglopsis quadricornis		(Linnaeus, 1758)	Species	Animalia	Chordata	Actinopteri	Scorpaeniformes	Cottidae	Triglopsis	127208
Trigonium alternans		(J.W.Bailey) A.Mann, 1907	Species	Chromista	Ochrophyta	Bacillariophyceae	Biddulphiales	Biddulphiaceae	Trigonium	699394
Trisopterus		Rafinesque, 1814	Genus	Animalia	Chordata	Actinopteri	Gadiformes	Gadidae	Trisopterus	125739
Trisopterus esmarkii		(Nilsson, 1855)	Species	Animalia	Chordata	Actinopteri	Gadiformes	Gadidae	Trisopterus	126444
Trisopterus luscus		(Linnaeus, 1758)	Species	Animalia	Chordata	Actinopteri	Gadiformes	Gadidae	Trisopterus	126445
Trochochaeta multisetosa		(Örsted, 1844)	Species	Animalia	Annelida	Polychaeta	Spionida	Trochochaetidae	Trochochaeta	131576
Tropidomya abbreviata		(Forbes, 1843)	Species	Animalia	Mollusca	Bivalvia	Anomalodesmata	Cuspidariidae	Tropidomya	139470
Tryblionella apiculata		Gregory, 1857	Species	Chromista	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Tryblionella	176393
Tryphosella sarsi		Bonnier, 1893	Species	Animalia	Arthropoda	Malacostraca	Amphipoda	Lysianassidae	Tryphosella	102771
Tryphosites longipes		(Bate & Westwood, 1861)	Species	Animalia	Arthropoda	Malacostraca	Amphipoda	Lysianassidae	Tryphosites	102779
Tubifex tubifex		(Müller, 1774)	Species	Animalia	Annelida	Clitellata	Haplotaxida	Tubificidae	Tubifex	137569
Tubificidae		Vejdovský, 1884	Family	Animalia	Annelida	Clitellata	Haplotaxida	Tubificidae		2040
Tubificoides		Lasto?kin, 1937	Genus	Animalia	Annelida	Clitellata	Haplotaxida	Tubificidae	Tubificoides	137393
Tubificoides benedeni		(Udekem)	Species	Animalia	Annelida	Clitellata	Haplotaxida	Tubificidae	Tubificoides	152350
Tubulanus polymorphus		Renier, 1804	Species	Animalia	Nemertea	Palaeonemertea		Tubulanidae	Tubulanus	122637
Tubularia indivisa		Linnaeus, 1758	Species	Animalia	Cnidaria	Hydrozoa	Anthoathecata	Tubulariidae	Tubularia	117994
Tubularia larynx		Ellis & Solander, 1786	Species	Animalia	Cnidaria	Hydrozoa	Anthoathecata	Tubulariidae	Tubularia	117995
Tubulariidae		Goldfuss, 1818	Family	Animalia	Cnidaria	Hydrozoa	Anthoathecata	Tubulariidae		1603
Tunicata		Lamarck, 1816	Subphylum	Animalia	Chordata					146420
Turbellaria			Class	Animalia	Platyhelminthes	Turbellaria				794
Turbellaria indet			Class	Animalia	Platyhelminthes	Turbellaria				794
Turbonilla fulvocincta		(Thompson, 1840)	Species	Animalia	Mollusca	Gastropoda		Pyramidellidae	Turbonilla	588599
Turitella communis		Risso, 1826	Species	Animalia	Mollusca	Gastropoda	[unassigned] Caenogastropoda	Turritellidae	Turritella	141872
Turritella communis		Risso, 1826	Species	Animalia	Mollusca	Gastropoda	[unassigned] Caenogastropoda	Turritellidae	Turritella	141872
Tychonema tenue		(Skuja) K.Anagnostidis & J.Komárek, 1988	Species	Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Phormidiaceae	Tychonema	177618
Typhlomangelia nivalis		(Lovén, 1846)	Species	Animalia	Mollusca	Gastropoda	Neogastropoda	Borsoniidae	Typhlomangelia	139391
Typosyllis		Langerhans, 1879	Genus	Animalia	Annelida	Polychaeta	Phyllodocida	Syllidae	Typosyllis	147195
Ulnaria delicatissima var. angustissima		(Grunow) M.Aboal & P.C.Silva, 2004	Variety	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Ulnaria	467134
Ulnaria ulna		(Nitzsch) P.Compère, 2001	Species	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Ulnaria	447744
Ulnaria ulna var. acus										674837
Ulnaria ulna var. ulna		(Nitzsch) P.Compère, 2001	Species	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Ulnaria	447744
Ulothrix		Kützing, 1833	Genus	Plantae	Chlorophyta	Ulvophyceae	Ulotrichales	Ulotrichaceae	Ulothrix	144287
Ulothrix flacca		(Dillwyn) Thuret, 1863	Species	Plantae	Chlorophyta	Ulvophyceae	Ulotrichales	Ulotrichaceae	Ulothrix	145925
Ulothrix zonata		(Weber & Mohr) Kützing, 1843	Species	Plantae	Chlorophyta	Ulvophyceae	Ulotrichales	Ulotrichaceae	Ulothrix	145934
Ulotrichaceae		Kützing, 1843	Family	Plantae	Chlorophyta	Ulvophyceae	Ulotrichales	Ulotrichaceae		143790
Ulotrichales		Borzi, 1895	Order	Plantae	Chlorophyta	Ulvophyceae	Ulotrichales			824
Ulva		Linnaeus, 1753	Genus	Plantae	Chlorophyta	Ulvophyceae	Ulvales	Ulvaceae	Ulva	144296
Ulva flexuosa		Wulfen, 1803	Species	Plantae	Chlorophyta	Ulvophyceae	Ulvales	Ulvaceae	Ulva	234468
Ulva intestinalis		Linnaeus, 1753	Species	Plantae	Chlorophyta	Ulvophyceae	Ulvales	Ulvaceae	Ulva	234471
Ulva lactuca		Linnaeus, 1753	Species	Plantae	Chlorophyta	Ulvophyceae	Ulvales	Ulvaceae	Ulva	145984
Ulva linza		Linnaeus, 1753	Species	Plantae	Chlorophyta	Ulvophyceae	Ulvales	Ulvaceae	Ulva	234474
Ulva prolifera		O.F.Müller, 1778	Species	Plantae	Chlorophyta	Ulvophyceae	Ulvales	Ulvaceae	Ulva	234476
Unidentified zoopl.										1
Upogebia deltaura		(Leach, 1815)	Species	Animalia	Arthropoda	Malacostraca	Decapoda	Upogebiidae	Upogebia	107739
Upogebia stellata		(Montagu, 1808)	Species	Animalia	Arthropoda	Malacostraca	Decapoda	Upogebiidae	Upogebia	107742
Uroglena		Ehrenberg, 1834	Genus	Chromista	Ochrophyta	Chrysophyceae	Ochromonadales	Chromulinaceae	Uroglena	248172
Uroglenopsis americana		(Calkins) Lemmermann, 1899	Species	Chromista	Ochrophyta	Chrysophyceae	Ochromonadales	Chromulinaceae	Uroglenopsis	555951
Urosolenia eriensis		(H.L.Smith) Round & R.M.Crawford, 1990	Species	Chromista	Ochrophyta	Bacillariophyceae	Rhizosoleniales	Rhizosoleniaceae	Urosolenia	157455
Urosolenia longiseta		(O.Zacharias) Edlund & Stoermer, 1993	Species	Chromista	Ochrophyta	Bacillariophyceae	Rhizosoleniales	Rhizosoleniaceae	Urosolenia	163520
Urospora penicilliformis		(Roth) Areschoug, 1866	Species	Plantae	Chlorophyta	Ulvophyceae	Ulotrichales	Ulotrichaceae	Urospora	144420
Urticina		Ehrenberg, 1834	Genus	Animalia	Cnidaria	Anthozoa	Actiniaria	Actiniidae	Urticina	100706
Urticina eques		(Gosse, 1858)	Species	Animalia	Cnidaria	Anthozoa	Actiniaria	Actiniidae	Urticina	100833
Urticina felina		(Linnaeus, 1761)	Species	Animalia	Cnidaria	Anthozoa	Actiniaria	Actiniidae	Urticina	100834
Valvata		O. F. Müller, 1774	Genus	Animalia	Mollusca	Gastropoda		Valvatidae	Valvata	153994
Valvata macrostoma		(Mörch, 1864)	Species	Animalia	Mollusca	Gastropoda		Valvatidae	Valvata	235809
Valvata piscinalis		(O. F. Müller, 1774)	Species	Animalia	Mollusca	Gastropoda		Valvatidae	Valvata	153998
Valvata sibirica		Middendorff, 1851	Species	Animalia	Mollusca	Gastropoda		Valvatidae	Valvata	235810
Valvatida		Perrier, 1884	Order	Animalia	Echinodermata	Asteroidea	Valvatida			123090
Vaucheria		A.P.de Candolle, 1801	Genus	Chromista	Ochrophyta	Xanthophyceae	Vaucheriales	Vaucheriaceae	Vaucheria	144303
Vaucheriaceae		Dumortier, 1822	Family	Chromista	Ochrophyta	Xanthophyceae	Vaucheriales	Vaucheriaceae		143797
Vaucheriales		(Naegeli) Bohlin	Order	Chromista	Ochrophyta	Xanthophyceae	Vaucheriales			21627
Venerupis		Lamarck, 1818	Genus	Animalia	Mollusca	Bivalvia	Veneroida	Veneridae	Venerupis	138647
Venus		Linnaeus, 1758	Genus	Animalia	Mollusca	Bivalvia	Veneroida	Veneridae	Venus	138648
Verruca stroemia		(O.F. Müller, 1776)	Species	Animalia	Arthropoda		Sessilia	Verrucidae	Verruca	106257
Vicicitus globosus		(Y.Hara & Chihara) F.H.Chang, 2012	Species	Chromista	Ochrophyta	Dictyochophyceae	Dictyochales	Dictyochaceae	Vicicitus	707927
Virgularia		Lamarck, 1816	Genus	Animalia	Cnidaria	Anthozoa	Pennatulacea	Virgulariidae	Virgularia	128503
Virgularia mirabilis		(Müller, 1776)	Species	Animalia	Cnidaria	Anthozoa	Pennatulacea	Virgulariidae	Virgularia	128539
Vitreolina		Monterosato, 1884	Genus	Animalia	Mollusca	Gastropoda	[unassigned] Caenogastropoda	Eulimidae	Vitreolina	137993
Vitreolina philippi		(de Rayneval & Ponzi, 1854)	Species	Animalia	Mollusca	Gastropoda	[unassigned] Caenogastropoda	Eulimidae	Vitreolina	139903
Vitreolina philippii		(Rayneval & Ponzi, 1854)	Species	Animalia	Mollusca	Gastropoda	[unassigned] Caenogastropoda	Eulimidae	Vitreolina	225673
Warnowia		Lindemann, 1928	Genus	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Warnowiaceae	Warnowia	109491
Warnowia polyphemus		(Pouchet) J.Schiller, 1933	Species	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Warnowiaceae	Warnowia	233144
Westwoodilla caecula		(Bate, 1857)	Species	Animalia	Arthropoda	Malacostraca	Amphipoda	Oedicerotidae	Westwoodilla	102932
Woloszynskia		R.H.Thompson, 1951	Genus	Chromista	Myzozoa	Dinophyceae	Lophodiniales	Lophodiniaceae	Woloszynskia	109492
Woloszynskia halophila		(Biecheler) M.Elbrächter & A.Kremp, 2005	Species	Chromista	Myzozoa	Dinophyceae	Lophodiniales	Lophodiniaceae	Woloszynskia	376737
Woronichinia		Elenkin, 1933	Genus	Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Gomphosphaeriaceae	Woronichinia	146617
Woronichinia compacta		(Lemmermann) Komárek & Hindák, 1988	Species	Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Gomphosphaeriaceae	Woronichinia	177484
Woronichinia elorantae		J.Komárek & J.Komárková-Legnerová, 1992	Species	Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Gomphosphaeriaceae	Woronichinia	177489
Woronichinia naegeliana		(Unger) Elenkin, 1933	Species	Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Gomphosphaeriaceae	Woronichinia	146618
Xenodice frauenfeldti		Boeck, 1871	Species	Animalia	Arthropoda	Malacostraca	Amphipoda	Podoceridae	Xenodice	103057
Xenoturbella		Westblad, 1949	Genus	Animalia	Xenacoelomorpha			Xenoturbellidae	Xenoturbella	138665
Yoldiella lucida		(Lovén, 1846)	Species	Animalia	Mollusca	Bivalvia	Nuculanoida	Yoldiidae	Yoldiella	142002
Yoldiella nana		(M. Sars, 1865)	Species	Animalia	Mollusca	Bivalvia	Nuculanoida	Yoldiidae	Yoldiella	142004
Yoldiella philippiana		(Nyst, 1845)	Species	Animalia	Mollusca	Bivalvia	Nuculanoida	Yoldiidae	Yoldiella	142005
yoldiella tenuis		(Philippi, 1836)	Species	Animalia	Mollusca	Bivalvia	Nuculanoida	Yoldiidae	Yoldiella	847633
Zannichellia		Linnaeus, 1753	Genus	Plantae	Tracheophyta		Alismatales	Potamogetonaceae	Zannichellia	416221
Zannichellia major		(Hartm.) Rchb.	Species	Plantae	Tracheophyta		Alismatales	Potamogetonaceae	Zannichellia	715997
Zannichellia palustris		L.	Species	Plantae	Tracheophyta		Alismatales	Potamogetonaceae	Zannichellia	416222
Zeugopterus punctatus		(Bloch, 1787)	Species	Animalia	Chordata	Actinopteri	Pleuronectiformes	Scophthalmidae	Zeugopterus	127151
Zoarces viviparus		(Linnaeus, 1758)	Species	Animalia	Chordata	Actinopteri	Perciformes	Zoarcidae	Zoarces	127123
Zostera		Linnaeus, 1753	Genus	Plantae	Tracheophyta		Alismatales	Zosteraceae	Zostera	144233
Zostera angustifolia		(Hornemann) Reichenbach, 1845	Species	Plantae	Tracheophyta		Alismatales	Zosteraceae	Zostera	182740
Zostera marina		Linnaeus, 1753	Species	Plantae	Tracheophyta		Alismatales	Zosteraceae	Zostera	495077
Zygabikodinium lenticulatum		Loeblich Jr.& Loeblich III, 1970	Species	Chromista	Myzozoa	Dinophyceae	Peridiniales	Kolkwitziellaceae	Zygabikodinium	110177
Zygnema		C.Agardh, 1817	Genus	Plantae	Charophyta	Zygnematophyceae	Zygnematales	Zygnemataceae	Zygnema	578376
Zygnematales			Order	Plantae	Charophyta	Zygnematophyceae	Zygnematales			162693

Actinastrum hantzschii		Lagerheim, 1882	Species	Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Actinastrum	160543
Cocconeis pediculus										616658
Cyclops		Montfort, 1810	Genus	Animalia	Mollusca	Gastropoda	Neogastropoda	Nassariidae	Cyclops	560397
Eudorina elegans		Chodat, 1902	Species	Plantae	Chlorophyta	Chlorophyceae	Volvocales	Volvocaceae	Eudorina	668829
Nodularia spumigena		Mertens ex Bornet & Flahault, 1886	Species	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Nostocaceae	Nodularia	624842
Peridinium cinctum										632760
Pseudanabaena limnetica		(Lemmermann) Komárek, 1974	Species	Bacteria	Cyanobacteria	Cyanophyceae	Pseudanabaenales	Pseudanabaenaceae	Pseudanabaena	177590
Rhabdoderma lineare		Schmidle & Lauterborn, 1900	Species	Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Synechococcaceae	Rhabdoderma	177447
Rivularia		C.Agardh ex Bornet & Flahault, 1886	Genus	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Rivulariaceae	Rivularia	146623
Tolypothrix distorta
Abyssoninoe hibarnica		(Mc Intosh, 1903)	Species	Animalia	Annelida	Polychaeta	Eunicida	Lumbrineridae	Abyssoninoe	146469
Acidostoma obesun		(Bate & Westwood, 1861)	Species	Animalia	Arthropoda	Malacostraca	Amphipoda	Acidostomatidae	Acidostoma	102497
Actiniarida			Order	Animalia	Cnidaria	Anthozoa	Actiniaria			1360
Actinocyclus		Ehrenberg, 1837	Genus	Chromista	Ochrophyta	Bacillariophyceae	Coscinodiscales	Hemidiscaceae	Actinocyclus	148944
Actinocylus octonarius		Ehrenberg, 1837	Species	Chromista	Ochrophyta	Bacillariophyceae	Coscinodiscales	Hemidiscaceae	Actinocyclus	149164
